reaction_id,reaction_index_CUSTOM,reaction_type,inputs_metal_and_ligand_SMILES,inputs_aryl_halide_SMILES,inputs_amine_SMILES,inputs_solvent_SMILES,inputs_base_SMILES,temperature_Celsius,yield_percent
ord-9a60950bdd244f9f856c1f63589f5d48,271,1.3.4 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],CC1=NN(C(=C1)NC2=NC=C(C(=C2)I)C(F)(F)F)C,CCONC(=O)C1=CC=CC=C1N,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],90.0,74.48
ord-84fa8d5c5cab44cab16622511b581f38,272,1.3.4 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],CC1=NN(C(=C1)NC2=NC=C(C(=C2)I)C(F)(F)F)C,C1=CC=C(C(=C1)C(=O)NOCCO)N,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],90.0,48.64
ord-770b2145b34144d1907205e1cdc145c0,521,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],C1=C(C=C(C=C1F)Br)F,CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],100.0,49.29
ord-856e3e504ed54d0cb8cb9c559a0474c7,522,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8;CC(=O)O.CC(=O)O.[Pd],CCOC(=O)C1=CC=C(C=C1)Br,C1CCNCC1,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],80.0,81.44
ord-67600027c34a4dbf95ee52ac1b8cec86,214,1.3.4 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],C1=C(C(=CN=C1Cl)C(F)(F)F)I,CNC(=O)C1=C(C=CC=C1OC)N,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],90.0,66.13
ord-322e28476a6147ed99e484e5e4c5349d,215,1.3.4 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],C1=C(C(=CN=C1Cl)C(F)(F)F)I,CNC(=O)C1=C(C=CC=C1OC)N,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],90.0,85.46
ord-34303fd6fd5e47248d4e6485a08472e5,216,0.0 [Unassigned] Unrecognized,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],CC(C)(C)OC(=O)NC1=CC(=CN=C1)I,C1COCCN1,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],150.0,27.69
ord-99e222e4d9a34b6bb8073fb91a88f0f7,218,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],C1=CC(=C(C=C1CO)Br)F,C1=CN=C(N=C1N)Cl,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],150.0,0.0
ord-6a2eab081b6a474896fa34b3a81f3801,219,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5;CC(=O)O.CC(=O)O.[Pd],COC1=CC=C(C=C1)Br, CC(C)(C(=O)OC)N,C1=CC=C(C=C1)C(F)(F)F,CCC(C)(C)[O-].[Na+],180.0,0.0
ord-d712f5c0551541748b4f06a98eb63af5,220,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5;CC(=O)O.CC(=O)O.[Pd],C1=CC(=CC=C1C(F)(F)F)Cl, CC(C)(C(=O)OC)N,C1=CC=C(C=C1)C(F)(F)F,CC(C)(C)[O-].[Na+],180.0,0.0
ord-ffcc436f225c440ca5c8c1a40df255a3,291,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],CNC(=O)C1=C(C=CC=C1OC)NC2=CC(=NC=C2C(F)(F)F)Cl,CC1=NN(C(=C1)N)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],90.0,44.0
ord-adf0259dd1b4403cabef49044d700c84,221,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5;CC(=O)O.CC(=O)O.[Pd],CC1=CC=C(C=C1)Cl, CC(C)(C(=O)OC)N,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],120.0,0.0
ord-4c19150105e34defaeb92ce9b0748e42,222,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],CONC(=O)C1=CC=CC=C1NC2=CC(=NC=C2Cl)Cl,CC1=NN(C(=C1)N)C(C)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],100.0,86.67
ord-b46a6c49414741af865dab7a6fa19802,223,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],CONC(=O)C1=CC=CC=C1NC2=CC(=NC=C2Cl)Cl,CC1=NN(C(=C1)N)C(C)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],100.0,57.77
ord-9b3d4697078d49aaa1c7aef286254c96,224,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd],CONC(=O)C1=CC=CC=C1NC2=CC(=NC=C2Cl)Cl,CC1=NN(C(=C1)N)C(C)C,C1COCCO1,CC(C)(C)[O-].[Na+],100.0,36.49
ord-4827dc1e98814e62bfa94e2e91e1efd1,225,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8;CC(=O)O.CC(=O)O.[Pd],CONC(=O)C1=CC=CC=C1NC2=CC(=NC=C2Cl)Cl,CC1=NN(C(=C1)N)C(C)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],100.0,47.02
ord-41cdb2f97f5445aca97a2a002d0ddd58,226,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8;CC(=O)O.CC(=O)O.[Pd],CONC(=O)C1=CC=CC=C1NC2=CC(=NC=C2Cl)Cl,CC1=NN(C(=C1)N)C(C)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],100.0,36.87
ord-0dc07c6e11344615900455301860696c,227,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],CONC(=O)C1=CC=CC=C1NC2=CC(=NC=C2Cl)Cl,CC1=NN(C(=C1)N)C(C)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],100.0,33.86
ord-327a3bfbd8b64cd3801bd5b8d317cb01,228,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8;CC(=O)O.CC(=O)O.[Pd],CONC(=O)C1=CC=CC=C1NC2=CC(=NC=C2Cl)Cl,CC1=NN(C(=C1)N)C(C)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],100.0,45.14
ord-9669a589a7dc4055a27254e9fef3458e,229,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8;CC(=O)O.CC(=O)O.[Pd],CONC(=O)C1=CC=CC=C1NC2=CC(=NC=C2Cl)Cl,CC1=NN(C(=C1)N)C(C)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],100.0,47.78
ord-7e62540b4ca7416d88222da262e8e74a,231,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd],CONC(=O)C1=CC=CC=C1NC2=CC(=NC=C2Cl)Cl,CC1=NN(C(=C1)N)C(C)C,C1COCCO1,CC(C)(C)[O-].[Na+],150.0,92.72
ord-03f2f90229d7474393efca5188bac2c5,233,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],CS(=O)(=O)C1=CC=C(C=C1)Br,C1=C(N=C(C=N1)Cl)N,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],85.0,70.39
ord-db51fb4c9ca342c3a64870763aaddcf0,234,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],CN1C=C(C(=N1)C(F)(F)F)N.Cl,CNC(=O)C1=CC=CC=C1NC2=CC(=NC=C2C(F)(F)F)Cl,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],100.0,60.42
ord-6eff375bd801443f9df865a891f3e022,236,0.0 [Unassigned] Unrecognized,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C(Cl)(Cl)Cl.[Pd].[Pd],C1=C(C=NC=C1Br)C(F)(F)F,CN,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],130.0,0.0
ord-5df7b290b65549a1949a950ac953d2d5,353,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4;CC(=O)O.CC(=O)O.[Pd],CN1C[C@H](OC2=NC(=NC=C2C1)Cl)C3=CC=CC=C3,CC1=CN(C=N1)C2=C(C=C(C=C2)N)OC,COCCOC,C(=O)([O-])[O-].[Cs+].[Cs+],100.0,6.84
ord-b099625680284510ba7d7318538524ab,523,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8;CC(=O)O.CC(=O)O.[Pd],CC(C)(C)OC(=O)C1=CN=C(C=C1)Br,C1CCNCC1,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],80.0,61.94
ord-be476d7266d0479ba1e6c4f9e5b26400,865,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],CC1(C2=NC(=C(N2CCN1C(=O)CNC(=O)OC(C)(C)C)Br)C3=CC=C(C=C3)F)C,C1=CC(=CC=C1N)F,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],120.0,83.27
ord-09a52aa0a68e4624905d84eed602571e,867,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],C1=CC(=CC(=C1)Br)C(F)(F)F,COC1=CC=CC(=C1)N,COC1=CC=CC=C1,CC(C)(C)[O-].[Na+],50.0,0.0
ord-6058a506bcd3404d8683ad593ff991cd,237,0.0 [Unassigned] Unrecognized,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C(Cl)(Cl)Cl.[Pd].[Pd],C1=C(C=NC=C1Br)C(F)(F)F,CN.Cl,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],130.0,0.0
ord-dc9ab726462a4f469bd87d2f3adfc402,238,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],COC1=C(C=CC(=C1)Cl)[N+](=O)[O-],CC(C)(C)OC(=O)N1CCNC(=O)C1,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],90.0,68.39
ord-ba7ec5906e7d4fb89a5c2ef7e7a905ac,240,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],COC1=C(C=CC(=C1)Cl)[N+](=O)[O-],CC(C)(C)OC(=O)N1CCNC(=O)C1,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],90.0,100.3
ord-5a683960052443b49da1956ac277ce2a,241,0.0 [Unassigned] Unrecognized,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8;CC(=O)O.CC(=O)O.[Pd],COCCOC1=CC(=CC(=C1)[N+](=O)[O-])I,C1COCCN1,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],110.0,16.14
ord-252a98ebb82d499dbf4cf33c53774e3f,242,0.0 [Unassigned] Unrecognized,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8;CC(=O)O.CC(=O)O.[Pd],COCCOC1=CC(=CC(=C1)[N+](=O)[O-])I,C1COCCN1,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],110.0,91.56
ord-ea00f60c7d1b4b2b96c954e87362056a,243,0.0 [Unassigned] Unrecognized,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8;CC(=O)O.CC(=O)O.[Pd],COCCOC1=CC(=CC(=C1)[N+](=O)[O-])I,C1COCCN1,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],110.0,53.1
ord-259872fd14244b3c874c12524fba3d75,244,0.0 [Unassigned] Unrecognized,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=C5C=C(C=C6)OS(=O)(=O)C(F)(F)F,CC(C)(C)OC(=O)NC,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],140.0,34.93
ord-e345842737b540bdabd050997047f016,246,0.0 [Unassigned] Unrecognized,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=C5C=C(C=C6)OS(=O)(=O)C(F)(F)F,CC(C)(C)OC(=O)NC,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],110.0,66.94
ord-33a377364ac14bd183dfd7eb0108a408,247,0.0 [Unassigned] Unrecognized,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=C5C=C(C=C6)OS(=O)(=O)C(F)(F)F,CC(C)(C)OC(=O)NC,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],110.0,100.38
ord-f3dd88e6019442749a56a95e7a33ac6e,248,0.0 [Unassigned] Unrecognized,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],COC1=C(C=C(C=C1)Br)[N+](=O)[O-],CC(=O)N1CCNCC1,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],120.0,77.54
ord-c8bd9a8a68d6433daf2fe8e0bf9a22b5,379,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],CNC(=O)C1=C(C=C(C=C1)F)NC2=CC(=NC=C2C(F)(F)F)Cl,CC1=NN(C(=C1)N)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],90.0,61.74
ord-41f70b81482a4604b6fa5a5e06a3c5e0,539,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC(C)(C)P(C(C)(C)C)C(C)(C)C;C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd],CN1CC(OC2=C(C1)C=CC(=N2)Cl)CC(F)(F)F,CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC,COCCOC,C(=O)([O-])[O-].[Cs+].[Cs+],120.0,49.97
ord-77e8bb12d76a4a1d94f2c62d1d96fda1,249,0.0 [Unassigned] Unrecognized,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],COC1=C(C=C(C=C1)Br)[N+](=O)[O-],CC(=O)N1CCNCC1,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],120.0,85.85
ord-a7d27a030aca4653bd3b2b42172cb84b,250,1.3.4 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],CC1=NN(C=C1NC2=NC=C(C(=C2)I)C(F)(F)F)C,CONC(=O)C1=CC=CC=C1N,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],100.0,74.87
ord-4399ad74c4a84693a726596b8c6dc9ab,251,1.3.4 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],CC1=NN(C=C1NC2=NC=C(C(=C2)I)C(F)(F)F)C,CONC(=O)C1=CC=CC=C1N,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],100.0,48.99
ord-2545e16c54de49a781f0868d26d7cb44,252,1.3.4 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],CC1=NN(C=C1NC2=NC=C(C(=C2)I)C(F)(F)F)C,COC1=CC=CC(=C1C(=O)NOC)N,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],90.0,74.09
ord-0f54af454e1c49e3950d93f112c4112b,253,1.3.4 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],CC1=NN(C(=C1)NC2=NC=C(C(=C2)I)C(F)(F)F)C,CNC(=O)C1=C(C=CC=C1OC)N,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],100.0,45.95
ord-62ffd954c4be4ad5b0533c19b263b236,254,1.3.4 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],CC1=NN(C(=C1)NC2=NC=C(C(=C2)I)C(F)(F)F)C,CNC(=O)C1=C(C=CC=C1OC)N,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],95.0,41.58
ord-3925d0a898bc49db9d7ff1cb2ec90b8d,255,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8;C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],CC1C2=C(N=C(C=C2)Cl)OC(CN1C)C3CC3,CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],100.0,15.27
ord-996b98cdf02a43a3b340c4e4f981f563,256,0.0 [Unassigned] Unrecognized,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8;C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],C1=CC=C(C=C1)COC2=C(C=C(C=C2)Br)F,C1CNCCN1,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],110.0,71.64
